"Elección","Lista/Pacto","Candidato Nombre","Candidato Apellido Paterno","Candidato Apellido Materno","Genero","Partido Politico","Adhiere a Candidato Transparente","Web Site","Facebook","Twitter","Distrito","Comunas"
"Diputado(a)","Coalición Regionalista Verde","Clara","Meneses","Coloma","Femenino","Federación Regionalista Verde Social","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Coalición Regionalista Verde","Sandra","Guerra","Turcati","Femenino","Federación Regionalista Verde Social","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Coalición Regionalista Verde","John","Martínez","Gallardo","Masculino","Federación Regionalista Verde Social","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Coalición Regionalista Verde","Jaime","Mulet","Martínez","Masculino","Federación Regionalista Verde Social","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Coalición Regionalista Verde","Yhanss","Delgado","Quevedo","Masculino","Federación Regionalista Verde Social","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Coalición Regionalista Verde","Pedro Antonio","Velásquez","Seguel","Masculino","Independiente","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Coalición Regionalista Verde","Catherine","Fieldhouse","Alarcón","Femenino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Coalición Regionalista Verde","Carol","Hole","Bell","Femenino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Coalición Regionalista Verde","Carlos Enrique","Ortega","Aedo","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Coalición Regionalista Verde","Alfredo","Valenzuela","Briceño","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Coalición Regionalista Verde","Alexandra","Díaz","Muñoz","Femenino","Independiente","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Coalición Regionalista Verde","Alejandra","Sepúlveda","Orbenes","Femenino","Federación Regionalista Verde Social","Sí","https://www.facebook.com/diputadasepulveda/","https://www.facebook.com/diputadasepulveda/","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Coalición Regionalista Verde","Víctor","Bustamante ","Galaz","Masculino","Federación Regionalista Verde Social","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Coalición Regionalista Verde","Lisette Hedwig","Bosshard","Peña","Femenino","Federación Regionalista Verde Social","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Coalición Regionalista Verde","Alejandra Daniela","Arcos ","Rosas","Femenino","Independiente","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Coalición Regionalista Verde","Rodrigo Alejandro","Toledo","Del Río","Masculino","Partido Democracia Regional Patagónica","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Coalición Regionalista Verde","Angélica María","Henríquez","Fernández","Femenino","Independiente","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Coalición Regionalista Verde","María José","Levicoi","Ovando","Femenino","Independiente","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Coalición Regionalista Verde","Kassandra Tabatta","Muñoz","Ávila","Femenino","Partido Democracia Regional Patagónica","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Coalición Regionalista Verde","Héctor Leonardo","Aguilera","Mayorga","Masculino","Partido Democracia Regional Patagónica","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Coalición Regionalista Verde","Ana María","Calisto ","Ramírez","Femenino","Independiente","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Coalición Regionalista Verde","María Patricia ","Pascuales","Gutiérrez","Femenino","Partido Democracia Regional Patagónica","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Coalición Regionalista Verde","Erika Andrea","Gualquin","Gualquin","Femenino","Independiente","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Coalición Regionalista Verde","Zandra Esther","Parisi","Fernández","Femenino","Partido Democracia Regional Patagónica","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Coalición Regionalista Verde","José Roberto","Aburto","Barria","Masculino","Partido Democracia Regional Patagónica","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Coalición Regionalista Verde","Tamara Andrea","Espinoza","Gutiérrez","Femenino","Partido Democracia Regional Patagónica","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Coalición Regionalista Verde","Jessica Andrea","Torres","Borquez","Femenino","Independiente","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Coalición Regionalista Verde","Pedro Antonio","Vergara","Rojas","Masculino","Partido Democracia Regional Patagónica","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Coalición Regionalista Verde","Elson","Borquez","Yañez","Masculino","Partido Democracia Regional Patagónica","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","Coalición Regionalista Verde","Jorge Emilio ","Paredes","Leiva","Masculino","Independiente","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","Coalición Regionalista Verde","Marla Gladys","Vargas","Ojeda","Femenino","Independiente","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","Coalición Regionalista Verde","Mario Enrique Bosco","Esquivel","Lizondo","Masculino","Independiente","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","Frente Amplio","Iván ","Figueroa","Llona","Masculino","Partido Humanista","No","","","","1"," - Arica - Camarones - Putre"
"Diputado(a)","Frente Amplio","Héctor","Merida","Céspedes","Masculino","Independiente","No","","","","1"," - Arica - Camarones - Putre"
"Diputado(a)","Frente Amplio","Vlado","Mirosevic","Verdugo","Masculino","Partido Liberal de Chile","No","","","","1"," - Arica - Camarones - Putre"
"Diputado(a)","Frente Amplio","Sebastián","Vergara","Alfaro","Masculino","Partido Humanista","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Frente Amplio","Roxana","Vigueras","Cherres","Femenino","Partido Liberal de Chile","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Frente Amplio","Rodrigo","Oliva","Vicentelo","Masculino","Partido Liberal de Chile","Sí","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Frente Amplio","Miguel Alfredo","Rocha","Sarmiento","Masculino","Partido Poder","Sí","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Frente Amplio","Freddy Cristian","Antilef","Leiva","Masculino","Partido Poder","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Frente Amplio","Edgar","Muñoz","Retamales","Masculino","Partido Liberal de Chile","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Frente Amplio","Catalina","Pérez","Salinas","Femenino","Revolución Democrática","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Frente Amplio","Fernando","San Román","Bascuñan","Masculino","Partido Humanista","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Frente Amplio","Pablo Alejandro","Herrera","Monardes","Masculino","Revolución Democrática","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Frente Amplio","Mario","Varas","Pizarro","Masculino","Revolución Democrática","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Frente Amplio","Juan Manuel Antonio","Diaz","Michea","Masculino","Partido Poder","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Frente Amplio","Sandra","Peña","Marambio","Femenino","Independiente","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Frente Amplio","Inti Eleodoro","Salamanca","Fernandez","Masculino","Partido Poder","No","","","","4"," - Chañaral - Copiapó - Diego de Almagro - Alto del Carmen - Caldera - Freirina - Huasco - Tierra Amarilla - Vallenar"
"Diputado(a)","Frente Amplio","Nelson Rodrigo","Galvez","Perez","Masculino","Independiente","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Jaime Enrique","Fernández","Madrid","Masculino","Partido Igualdad","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Agustín","González","Moreno","Masculino","Partido Humanista","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Tirso Antonio","González","Alquinta","Masculino","Partido Ecologista Verde","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Marisol","Cespedes","Aguirre","Femenino","Revolución Democrática","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Patricia	","Aguirre","Gonzalez","Femenino","Revolución Democrática","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Daniella","Cortés","Bauer","Femenino","Partido Igualdad","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Magallanes","Espinosa","Bertran","Masculino","Revolución Democrática","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Frente Amplio","Marianella","Benavides","Cárdenas","Femenino","Partido Humanista","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Luis","Soto","Pérez","Masculino","Partido Igualdad","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Diego","Ibáñez","Cotroneo","Masculino","Partido Humanista","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Joel Andrés","González","Vega","Masculino","Independiente","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Claudia","Arcos","Duarte","Femenino","Partido Igualdad","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Javiera","Toledo","Muñoz","Femenino","Partido Poder","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Fidel Rodrigo","Cueto","Rosales","Masculino","Revolución Democrática","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Alejandro Germán","Vergara","Arias","Masculino","Partido Poder","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Frente Amplio","Jorge","Rauld","González ","Masculino","Partido Igualdad","Sí","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Dann Alejandro","Espinoza","Pozo","Masculino","Independiente","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Mabel Lucila","Zúñiga","Valencia","Femenino","Independiente","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Camila","Rojas","Valderrama","Femenino","Independiente","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","John","Parada","Montero","Masculino","Partido Humanista","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Juan Pablo","Paonessa","Barria","Masculino","Partido Humanista","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Jorge","Brito","Hasbún","Masculino","Revolución Democrática","Sí","http://www.jorgebrito.cl","","http://www.twitter.com/jorbritoh","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Milko","Caracciolo","Soto","Masculino","Partido Igualdad","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Jorge Rubén","Canales","Gatica","Masculino","Partido Poder","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Frente Amplio","Marcela","Sandovál ","Osorio","Femenino","Revolución Democrática","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","Pablo ","Vidal","Rojas","Masculino","Revolución Democrática","Sí","www.pablovidal.cl","","https://twitter.com/pablovidalrojas","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","María teresa","Álvarez","Aguilar","Femenino","Independiente","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","Claudia Nathalie","Mix","Jiménez","Femenino","Partido Poder","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","María José","Leiva","Jopia","Femenino","Partido Ecologista Verde","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","Ricardo Iván ","Maldonado","Olivares","Masculino","Partido Humanista","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","Cristobal ","Mardones","Díaz","Masculino","Partido Humanista","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","Ricardo Angel","Camargo","Brito","Masculino","Independiente","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","Doris ","González","Lemunao","Femenino","Independiente","No","","","","8"," - Colina - Lampa - Pudahuel - Quilicura - TilTil - Cerrillos - Estación Central - Maipú"
"Diputado(a)","Frente Amplio","Jorge Eduardo","Rosales","Vargas","Masculino","Partido Ecologista Verde","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Erick Marco Antonio","Coñoman","Garay","Masculino","Partido Poder","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Sandra Elena","Uribe","Flores","Femenino","Independiente","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Pablo Alexis","Padilla","Rubio","Masculino","Independiente","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Diego ","Villas ","Montecinos","Masculino","Partido Igualdad","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Maite","Orsini","Pascal","Femenino","Revolución Democrática","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Kimberly","Gredy ","Seguel","Femenino","Partido Poder","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Catalina","Vidal","Mendéz","Femenino","Partido Humanista","No","","","","9"," - Conchalí - Huechuraba - Renca - Cerro Navia - Lo Prado - Quinta Normal - Independencia - Recoleta"
"Diputado(a)","Frente Amplio","Giorgio","Jackson","Drago","Masculino","Revolución Democrática","Sí","http://giorgiojackson.cl/","","https://twitter.com/GiorgioJackson","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Natalia","Castillo","Muñoz ","Femenino","Revolución Democrática","Sí","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Christian","Pulgar","Toledo","Masculino","Partido Humanista","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Gonzalo","Winter","Etcheberry","Masculino","Revolución Democrática","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Francisco","Figueroa","Cerda","Masculino","Partido Ecologista Verde","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Alberto","Mayol","Miranda","Masculino","Partido Igualdad","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Rosario Andrea","Oliveres","Saavedra","Femenino","Partido Ecologista Verde","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Patricio Antonio","Neira","Pezoa","Masculino","Partido Ecologista Verde","No","","","","10"," - Ñuñoa - Providencia - Santiago - Macul - San Joaquín - La Granja"
"Diputado(a)","Frente Amplio","Tomas","Hirsch","Goldschmidt","Masculino","Partido Humanista","Sí","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Frente Amplio","Camila","Ianiszewski","Contreras","Femenino","Partido Igualdad","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Frente Amplio","Fernando Andrés","Encina","Waissbluth","Masculino","Independiente","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Frente Amplio","Soledad","Alamos","Fuenzalida","Femenino","Revolución Democrática","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Frente Amplio","Natalia","Garrido","Toro","Femenino","Partido Igualdad","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","Frente Amplio","Manuela Alejandra","Veloso","Dorner","Femenino","Independiente","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
